"카테고리","세부분류","ID","이름","가격","내구도","기본공격력","방어","명중","HP","MP","힘","민첩","지력","HP%","MP%","필요직업","필요레벨","성별","필요힘","필요민첩","필요지력","거래가능","설명"
"소모품","소모품","consumable_305","금조각","비매품","","","","","","","","","","","","","","","","","","거래가능","작은 금의 조각"
"소모품","소모품","consumable_306","만지초","비매품","","","","","","","","","","","","","","","","","","거래가능","북방 전래의 독물 중 하나"
"소모품","소모품","consumable_307","석영","비매품","","","","","","","","","","","","","","","","","","거래가능","보석의 일종"
"소모품","소모품","consumable_308","노송의가지","비매품","","","","","","","","","","","","","","","","","","거래가능","오래 된 소나무의 가지"
"소모품","소모품","consumable_309","매의깃털","비매품","","","","","","","","","","","","","","","","","","거래가능","부드러우면서도 강인한 매의 깃털"
"소모품","소모품","consumable_310","운모","비매품","","","","","","","","","","","","","","","","","","거래가능","북방 전래의 금속 중 하나"
"소모품","소모품","consumable_311","마노","비매품","","","","","","","","","","","","","","","","","","거래가능","보석의 일종"
"소모품","소모품","consumable_312","쇠조각","비매품","","","","","","","","","","","","","","","","","","거래가능","쇠에서 떨어져 나온 작은 조각"
"소모품","소모품","consumable_313","대나무가지","비매품","","","","","","","","","","","","","","","","","","거래가능","곧은 대나무의 가지"
"소모품","소모품","consumable_314","인면충의알","비매품","","","","","","","","","","","","","","","","","","거래가능","커다란 인면충의 알"
"소모품","소모품","consumable_315","자현목","비매품","","","","","","","","","","","","","","","","","","거래가능","북방에서 자라는 나무의 가지"
"소모품","소모품","consumable_316","천년묵은가지","비매품","","","","","","","","","","","","","","","","","","거래가능","천 년을 묵은 가지"
"소모품","소모품","consumable_317","현철","비매품","","","","","","","","","","","","","","","","","","거래가능","아주 단단한 철"
"소모품","소모품","consumable_318","방울뱀꼬리","비매품","","","","","","","","","","","","","","","","","","거래가능","방울뱀의 특이한 꼬리"
"소모품","소모품","consumable_319","일양초","비매품","","","","","","","","","","","","","","","","","","거래가능","북방 전래의 독물 중 하나"
"소모품","소모품","consumable_320","월로초","비매품","","","","","","","","","","","","","","","","","","거래가능","북방의 신비한 약초"
"소모품","소모품","consumable_321","적령초","비매품","","","","","","","","","","","","","","","","","","거래가능","북방의 신비한 약초"
"소모품","소모품","consumable_322","진독","비매품","","","","","","","","","","","","","","","","","","거래가능","북방 전래의 독물 중 하나"
"소모품","소모품","consumable_323","건독","비매품","","","","","","","","","","","","","","","","","","거래가능","북방 전래의 독물 중 하나"
"소모품","소모품","consumable_324","태독","비매품","","","","","","","","","","","","","","","","","","거래가능","북방 전래의 독물 중 하나"
"소모품","소모품","consumable_325","곤독","비매품","","","","","","","","","","","","","","","","","","거래가능","북방 전래의 독물 중 하나"
"소모품","소모품","consumable_326","선독","비매품","","","","","","","","","","","","","","","","","","거래가능","북방 전래의 독물 중 하나"
"소모품","소모품","consumable_327","장석","비매품","","","","","","","","","","","","","","","","","","거래가능","북방에서 구할 수 있는 단단한 돌"
"소모품","소모품","consumable_328","녹호박단추","10000","","","","","","","","","","","","","","","","","","거래가능","녹호박을 모아 만든 단추"
"소모품","소모품","consumable_329","청호박단추","10000","","","","","","","","","","","","","","","","","","거래가능","청호박을 모아 만든 단추"
"소모품","소모품","consumable_330","황호박단추","10000","","","","","","","","","","","","","","","","","","거래가능","황호박을 모아 만든 단추"
"소모품","소모품","consumable_331","적호박단추","10000","","","","","","","","","","","","","","","","","","거래가능","적호박을 모아 만든 단추"
"소모품","소모품","consumable_332","연갈호박단추","10000","","","","","","","","","","","","","","","","","","거래가능","연갈호박을 모아 만든 단추"
"소모품","소모품","consumable_334","갈호박단추","10000","","","","","","","","","","","","","","","","","","거래가능","갈호박을 모아 만든 단추"
"소모품","소모품","consumable_335","연청호박단추","10000","","","","","","","","","","","","","","","","","","거래가능","연청호박을 모아 만든 단추"
"소모품","소모품","consumable_336","황금호박단추","비매품","","","","","","","","","","","","","","","","","","거래가능","황금호박을 모아 만든 단추. 장비에 장착하면 재사용 대기시간 1초 효과를 줍니다."
"소모품","소모품","consumable_337","연녹호박단추","10000","","","","","","","","","","","","","","","","","","거래가능","연녹호박을 모아 만든 단추"
"소모품","소모품","consumable_338","나무막대","비매품","","","","","","","","","","","","","","","","","","거래가능","나무로 된 긴 막대"
"소모품","소모품","consumable_339","구미호꼬리","비매품","","","","","","","","","","","","","","","","","","거래가능","구미호의 꼬리"
"소모품","소모품","consumable_340","반짝이는돌","비매품","","","","","","","","","","","","","","","","","","거래가능","신비한 빛을 내는 귀한 돌"
"소모품","소모품","consumable_341","선물꾸러미-세계후뿔피리","비매품","","","","","","","","","","","","","","","","","","거래가능","모든 채널 모든 공간에 하고 싶은 말을 전달할 수 있는 뿔피리입니다."
"소모품","소모품","consumable_342","선물꾸러미-세계후뿔피리세트","비매품","","","","","","","","","","","","","","","","","","거래가능","모든 채널 모든 공간에 하고 싶은 말을 전달할 수 있는 뿔피리입니다."
"소모품","소모품","consumable_343","세계후뿔피리","비매품","","","","","","","","","","","","","","","","","","거래불가","모든 채널 모든 공간에 하고 싶은 말을 전달할 수 있는 뿔피리입니다."
"소모품","소모품","consumable_344","백현목","비매품","","","","","","","","","","","","","","","","","","거래가능","북방 전래의 특이한 목재"
"소모품","소모품","consumable_345","선물꾸러미-창고5칸확장권","비매품","","","","","","","","","","","","","","","","","","거래가능","창고를 5칸 확장할 수 있는 선물상자입니다. 상자를 열기 전에만 유저 간 거래가 가능합니다."
"소모품","소모품","consumable_346","창고5칸확장권","비매품","","","","","","","","","","","","","","","","","","거래불가","창고를 5칸 확장할 수 있는 확장권입니다"
"소모품","소모품","consumable_347","연자호박단추","10000","","","","","","","","","","","","","","","","","","거래가능","연자호박을 모아 만든 단추"
"소모품","소모품","consumable_348","녹호박결정","150000","","","","","","","","","","","","","","","","","","거래가능","녹호박의 결정체. 장비에 장착하면 체력 +3000 효과를 줍니다."
"소모품","소모품","consumable_349","청호박결정","150000","","","","","","","","","","","","","","","","","","거래가능","청호박의 결정체. 장비에 장착하면 마력 +2000 효과를 줍니다."
"소모품","소모품","consumable_350","적호박결정","150000","","","","","","","","","","","","","","","","","","거래가능","적호박의 결정체. 장비에 장착하면 흡혈량 +1 효과를 줍니다."
"소모품","소모품","consumable_352","연녹호박결정","150000","","","","","","","","","","","","","","","","","","거래가능","연녹호박의 결정체. 장비에 장착하면 힘 +3 효과를 줍니다."
"소모품","소모품","consumable_353","연자호박결정","150000","","","","","","","","","","","","","","","","","","거래가능","연자호박의 결정체. 장비에 장착하면 민첩 +3 효과를 줍니다."
"소모품","소모품","consumable_354","연청호박결정","150000","","","","","","","","","","","","","","","","","","거래가능","연청호박의 결정체. 장비에 장착하면 지력 +3 효과를 줍니다."
"소모품","소모품","consumable_355","갈호박결정","150000","","","","","","","","","","","","","","","","","","거래가능","갈호박의 결정체. 장비에 장착하면 방어 -1 효과를 줍니다."
"소모품","소모품","consumable_356","녹호박보석","1500000","","","","","","","","","","","","","","","","","","거래가능","'녹호박보석'. 장비에 장착하면 체력 +5000 효과를 주는 소켓 아이템입니다."
"소모품","소모품","consumable_357","청호박보석","1500000","","","","","","","","","","","","","","","","","","거래가능","'청호박보석'. 장비에 장착하면 마력 +3000 효과를 주는 소켓 아이템입니다."
"소모품","소모품","consumable_358","적호박보석","1500000","","","","","","","","","","","","","","","","","","거래가능","'적호박보석'. 장비에 장착하면 흡혈량 +1.5 효과를 주는 소켓 아이템입니다."
"소모품","소모품","consumable_359","황금호박보석","비매품","","","","","","","","","","","","","","","","","","거래가능","'황금호박보석'. 장비에 장착하면 재사용 대기시간 3초 효과를 주는 소켓 아이템입니다."
"소모품","소모품","consumable_360","연녹호박보석","1500000","","","","","","","","","","","","","","","","","","거래가능","'연녹호박보석'. 장비에 장착하면 힘 +4 효과를 주는 소켓 아이템입니다."
"소모품","소모품","consumable_361","연자호박보석","1500000","","","","","","","","","","","","","","","","","","거래가능","'연자호박보석'. 장비에 장착하면 민첩 +4 효과를 주는 소켓 아이템입니다."
"소모품","소모품","consumable_362","연청호박보석","1500000","","","","","","","","","","","","","","","","","","거래가능","'연청호박보석'. 장비에 장착하면 지력 +4 효과를 주는 소켓 아이템입니다."
"소모품","소모품","consumable_363","갈호박보석","1500000","","","","","","","","","","","","","","","","","","거래가능","'갈호박보석'. 장비에 장착하면 방어 -2 효과를 주는 소켓 아이템입니다."
"소모품","소모품","consumable_364","녹호박별","7500000","","","","","","","","","","","","","","","","","","거래가능","녹호박단추를 모아 만든 별. 장비에 장착하면 체력 +10000 효과를 줍니다."
"소모품","소모품","consumable_365","청호박별","7500000","","","","","","","","","","","","","","","","","","거래가능","청호박단추를 모아 만든 별. 장비에 장착하면 마력 +5000 효과를 줍니다."
"소모품","소모품","consumable_366","적호박별","7500000","","","","","","","","","","","","","","","","","","거래가능","적호박단추를 모아 만든 별. 장비에 장착하면 흡혈량 +2 효과를 줍니다."
"소모품","소모품","consumable_367","연녹호박별","7500000","","","","","","","","","","","","","","","","","","거래가능","연녹호박단추를 모아 만든 별. 장비에 장착하면 힘 +5 효과를 줍니다."
"소모품","소모품","consumable_368","연자호박별","7500000","","","","","","","","","","","","","","","","","","거래가능","연자호박단추를 모아 만든 별. 장비에 장착하면 민첩 +5 효과를 줍니다."
"소모품","소모품","consumable_369","연청호박별","7500000","","","","","","","","","","","","","","","","","","거래가능","연청호박단추를 모아 만든 별. 장비에 장착하면 지력 +5 효과를 줍니다."
"소모품","소모품","consumable_370","갈호박별","7500000","","","","","","","","","","","","","","","","","","거래가능","갈호박단추를 모아 만든 별. 장비에 장착하면 방어 -3 효과를 줍니다."
"소모품","소모품","consumable_371","선물꾸러미-얼굴변경권","비매품","","","","","","","","","","","","","","","","","","거래가능","무제한 이용 가능한 얼굴변경권입니다, 상자를 열기 전에만 유저 간 거래가 가능합니다."
"소모품","소모품","consumable_372","얼굴변경권","비매품","","","","","","","","","","","","","","","","","","거래불가","얼굴 변경을 할 수 있는 이용권"
"소모품","소모품","consumable_373","선물꾸러미-헤어변경권","비매품","","","","","","","","","","","","","","","","","","거래가능","무제한 이용 가능한 헤어변경권입니다, 상자를 열기 전에만 유저 간 거래가 가능합니다."
"소모품","소모품","consumable_374","헤어변경권","비매품","","","","","","","","","","","","","","","","","","거래불가","헤어 변경을 할 수 있는 이용권"
"소모품","소모품","consumable_375","도삭산750층비서","10000","","","","","","","","","","","","","","","","","","거래가능","도삭산 750층으로 이동할 수 있는 비서"
"소모품","소모품","consumable_376","너구리털","비매품","","","","","","","","","","","","","","","","","","거래가능","너구리의 빳빳한 털"
"소모품","소모품","consumable_377","은여우털","비매품","","","","","","","","","","","","","","","","","","거래가능","은빛으로 빛나는 여우의 털"
"소모품","소모품","consumable_378","원숭이털","비매품","","","","","","","","","","","","","","","","","","거래가능","원숭이의 까칠까칠한 털"
"소모품","소모품","consumable_379","어전의칼","비매품","","","","","","","","","","","","","","","","","","거래가능","일본신궁의 제사용 칼"
"소모품","소모품","consumable_380","이가닌자의독","비매품","","","","","","","","","","","","","","","","","","거래가능","일본 이가닌자의 신물 중 하나"
"소모품","소모품","consumable_381","이가닌자의보패","비매품","","","","","","","","","","","","","","","","","","거래가능","일본 이가닌자의 신물 중 하나"
"소모품","소모품","consumable_382","검조각","비매품","","","","","","","","","","","","","","","","","","거래가능","일본 이가닌자의 신물 중 하나"
"소모품","소모품","consumable_383","수리검","비매품","","","","","","","","","","","","","","","","","","거래가능","일본의 닌자가 사용하는 암살용 무기의 일종"
"소모품","소모품","consumable_384","흑룡철심","비매품","","","","","","","","","","","","","","","","","","거래가능","철 중에서도 가장 단단한 철의 중심을 따로 뽑아낸 철"
"소모품","소모품","consumable_385","불의수정","비매품","","","","","","","","","","","","","","","","","","거래가능","이글거리는 불의 기운이 담긴 수정"
"소모품","소모품","consumable_386","하선녀의실타래","비매품","","","","","","","","","","","","","","","","","","거래가능","파괴왕을 부르기 위한 제물"
"소모품","소모품","consumable_387","순수의강철","비매품","","","","","","","","","","","","","","","","","","거래가능","순수하고 강한 기운을 띄고 있는 강철"
"소모품","소모품","consumable_388","유성지의보패","비매품","","","","","","","","","","","","","","","","","","거래가능","파괴왕을 부르기 위한 제물의 하나"
"소모품","소모품","consumable_389","해골왕의뼈","비매품","","","","","","","","","","","","","","","","","","거래가능","파괴왕을 부르기 위한 제물"
"소모품","소모품","consumable_390","도깨비가죽","비매품","","","","","","","","","","","","","","","","","","거래가능","도깨비의 단단한 가죽"
"소모품","소모품","consumable_391","낡은망치","3000000","","","","","","","","","","","","","","","","","","거래가능","오랜 세월 동안 사용하여 낡아서 못 쓰게 된 망치"
"소모품","소모품","consumable_392","부여-일본쾌속승선권","5000","","","","","","","","","","","","","","","","","","거래가능","부여와 일본을 오가는 쾌속선에 탈 수 있는 승선권"
"소모품","소모품","consumable_394","염룡의꼬리","30000","","","","","","","","","","","","","","","","","","거래가능","염룡의 꼬리"
"소모품","소모품","consumable_395","고래이벤트선물상자","비매품","","","","","","","","","","","","","","","","","","거래불가","소모품 '고래이벤트선물상자'."
"소모품","소모품","consumable_396","고래이벤트선물상자2","비매품","","","","","","","","","","","","","","","","","","거래불가","소모품 '고래이벤트선물상자2'."
"소모품","소모품","consumable_397","고래이벤트선물상자3","비매품","","","","","","","","","","","","","","","","","","거래불가","소모품 '고래이벤트선물상자3'."
"소모품","소모품","consumable_398","황금호박별","비매품","","","","","","","","","","","","","","","","","","거래가능","황금호박단추를 모아 만든 별"
"소모품","소모품","consumable_399","회호박단추","10000","","","","","","","","","","","","","","","","","","거래가능","소모품 '회호박단추'."
"소모품","소모품","consumable_400","회호박결정","150000","","","","","","","","","","","","","","","","","","거래가능","회호박의 결정체"
"소모품","소모품","consumable_401","회호박보석","1500000","","","","","","","","","","","","","","","","","","거래가능","소모품 '회호박보석'."
"소모품","소모품","consumable_402","회호박별","7500000","","","","","","","","","","","","","","","","","","거래가능","회호박단추를 모아 만든 별"
"소모품","소모품","consumable_403","황호박결정","150000","","","","","","","","","","","","","","","","","","거래가능","황호박의 결정체"
"소모품","소모품","consumable_404","황호박보석","1500000","","","","","","","","","","","","","","","","","","거래가능","소모품 '황호박보석'."
"소모품","소모품","consumable_405","황호박별","7500000","","","","","","","","","","","","","","","","","","거래가능","황호박단추를 모아 만든 별"
"소모품","소모품","consumable_406","연갈호박결정","150000","","","","","","","","","","","","","","","","","","거래가능","연갈호박의 결정체"
"소모품","소모품","consumable_407","연갈호박보석","1500000","","","","","","","","","","","","","","","","","","거래가능","소모품 '연갈호박보석'."
"소모품","소모품","consumable_408","연갈호박별","7500000","","","","","","","","","","","","","","","","","","거래가능","연갈호박단추를 모아 만든 별"
"소모품","소모품","consumable_412","선물꾸러미-지게꾼","비매품","","","","","","","","","","","","","","","","","","거래가능","지게꾼과 교환 가능한 선물상자입니다, 상자를 열기 전에만 유저 간 거래가 가능합니다."
"소모품","소모품","consumable_413","지게꾼소환권","비매품","","","","","","","","","","","","","","","","","","거래불가","지게꾼을 소환합니다."
"소모품","소모품","consumable_414","금강석","비매품","","","","","","","","","","","","","","","","","","거래가능","더 없이 단단하지만, 정말 무겁다"
"소모품","소모품","consumable_415","연분홍호박별","비매품","","","","","","","","","","","","","","","","","","거래가능","'연분홍호박별'. 장비에 장착하면 fixedDamage +4 효과를 주는 소켓 아이템입니다."
"소모품","소모품","consumable_416","금강석조각","비매품","","","","","","","","","","","","","","","","","","거래가능","일본 전설의무기 업그레이드에 필요한 금강석의 재료"
"소모품","소모품","consumable_417","소호의증표","1","","","","","","","","","","","","","","","","","","거래불가","소모품 '소호의증표'."
"소모품","소모품","consumable_418","전욱의증표","1","","","","","","","","","","","","","","","","","","거래불가","소모품 '전욱의증표'."
"소모품","소모품","consumable_419","제곡의증표","1","","","","","","","","","","","","","","","","","","거래불가","소모품 '제곡의증표'."
"소모품","소모품","consumable_420","요제의증표","1","","","","","","","","","","","","","","","","","","거래불가","소모품 '요제의증표'."
"소모품","소모품","consumable_421","순제의증표","1","","","","","","","","","","","","","","","","","","거래불가","소모품 '순제의증표'."
"소모품","소모품","consumable_422","반고의심장","1","","","","","","","","","","","","","","","","","","거래불가","소모품 '반고의심장'."
"소모품","소모품","consumable_423","황금호박결정","비매품","","","","","","","","","","","","","","","","","","거래가능","황금호박의 결정체. 장비에 장착하면 재사용 대기시간 2초 효과를 줍니다."
"소모품","소모품","consumable_424","선물꾸러미-탈것가방","비매품","","","","","","","","","","","","","","","","","","거래가능","탈것가방과 교환 가능한 선물상자입니다. 상자를 열기 전에만 유저 간 거래가 가능합니다."
"소모품","소모품","consumable_425","탈것가방","비매품","","","","","","","","","","","","","","","","","","거래가능","소모품 '탈것가방'."
"소모품","소모품","consumable_426","수박","비매품","","","","","","","","","","","","","","","","","","거래가능","소모품 '수박'."
"소모품","소모품","consumable_428","선물꾸러미-프리미엄이용권","비매품","","","","","","","","","","","","","","","","","","거래가능","원격으로 경험치 판매, 장비 수리가 가능한 프리미엄 이용권입니다. 30일간 유효합니다"
"소모품","소모품","consumable_429","프리미엄이용권","비매품","","","","","","","","","","","","","","","","","","거래불가","소모품 '프리미엄이용권'."
"소모품","소모품","consumable_430","고래이벤트선물상자4","비매품","","","","","","","","","","","","","","","","","","거래불가","소모품 '고래이벤트선물상자4'."
"소모품","소모품","consumable_431","고래이벤트선물상자5","비매품","","","","","","","","","","","","","","","","","","거래불가","소모품 '고래이벤트선물상자5'."
"소모품","소모품","consumable_432","선물꾸러미-소호의증표","비매품","","","","","","","","","","","","","","","","","","거래가능","소호의증표와 교환 가능한 선물상자입니다. 상자를 열기 전에만 유저 간 거래가 가능합니다."
"소모품","소모품","consumable_433","선물꾸러미-전욱의증표","비매품","","","","","","","","","","","","","","","","","","거래가능","전욱의증표와 교환 가능한 선물상자입니다. 상자를 열기 전에만 유저 간 거래가 가능합니다."
"소모품","소모품","consumable_434","선물꾸러미-제곡의증표","비매품","","","","","","","","","","","","","","","","","","거래가능","제곡의증표와 교환 가능한 선물상자입니다. 상자를 열기 전에만 유저 간 거래가 가능합니다."
"소모품","소모품","consumable_435","선물꾸러미-요제의증표","비매품","","","","","","","","","","","","","","","","","","거래가능","요제의증표와 교환 가능한 선물상자입니다. 상자를 열기 전에만 유저 간 거래가 가능합니다."
"소모품","소모품","consumable_436","선물꾸러미-순제의증표","비매품","","","","","","","","","","","","","","","","","","거래가능","순제의증표와 교환 가능한 선물상자입니다. 상자를 열기 전에만 유저 간 거래가 가능합니다."
"소모품","소모품","consumable_437","선물꾸러미-반고의심장","비매품","","","","","","","","","","","","","","","","","","거래가능","반고의심장과 교환 가능한 선물상자입니다. 상자를 열기 전에만 유저 간 거래가 가능합니다."
"소모품","소모품","consumable_438","선물꾸러미-암흑왕의봉인","비매품","","","","","","","","","","","","","","","","","","거래가능","암흑왕의봉인과 교환 가능한 선물상자입니다. 상자를 열기 전에만 유저 간 거래가 가능합니다."
"소모품","소모품","consumable_439","선물꾸러미-불의옥","비매품","","","","","","","","","","","","","","","","","","거래가능","불의옥과 교환 가능한 선물상자입니다. 상자를 열기 전에만 유저 간 거래가 가능합니다."
"소모품","소모품","consumable_440","선물꾸러미-물의옥","비매품","","","","","","","","","","","","","","","","","","거래가능","물의옥과 교환 가능한 선물상자입니다. 상자를 열기 전에만 유저 간 거래가 가능합니다."
"소모품","소모품","consumable_441","선물꾸러미-구름옥","비매품","","","","","","","","","","","","","","","","","","거래가능","구름옥과 교환 가능한 선물상자입니다. 상자를 열기 전에만 유저 간 거래가 가능합니다."
"소모품","소모품","consumable_442","선물꾸러미-산의옥","비매품","","","","","","","","","","","","","","","","","","거래가능","산의옥과 교환 가능한 선물상자입니다. 상자를 열기 전에만 유저 간 거래가 가능합니다."
"소모품","소모품","consumable_443","선물꾸러미-황금망치","비매품","","","","","","","","","","","","","","","","","","거래가능","황금망치와 교환 가능한 선물상자입니다. 상자를 열기 전에만 유저 간 거래가 가능합니다."
"소모품","소모품","consumable_444","황금망치","비매품","","","","","","","","","","","","","","","","","","거래불가","장비의 내구도를 100%로 수리합니다."
"소모품","소모품","consumable_445","선물꾸러미-소켓추출집게","비매품","","","","","","","","","","","","","","","","","","거래가능","소켓추출집게와 교환 가능한 선물상자입니다. 상자를 열기 전에만 유저 간 거래가 가능합니다."
"소모품","소모품","consumable_446","소켓추출집게","비매품","","","","","","","","","","","","","","","","","","거래불가","아이템 소켓에 장착된 보석을 추출합니다."
"소모품","소모품","consumable_447","선물꾸러미-옵션초기화권(상)","비매품","","","","","","","","","","","","","","","","","","거래가능","초기화권(상)과 교환 가능한 선물상자입니다. 상자를 열기 전에만 유저 간 거래가 가능합니다."
"소모품","소모품","consumable_448","아이템옵션 초기화권(상)","비매품","","","","","","","","","","","","","","","","","","거래불가","전설무기, 2차 깹무기, 천풍선,월아검, 황금장비의 추가옵션을 초기화합니다."
"소모품","소모품","consumable_449","선물꾸러미-옵션초기화권(하)","비매품","","","","","","","","","","","","","","","","","","거래가능","초기화권(하)과 교환 가능한 선물상자입니다. 상자를 열기 전에만 유저 간 거래가 가능합니다."
"소모품","소모품","consumable_450","아이템옵션 초기화권(하)","비매품","","","","","","","","","","","","","","","","","","거래불가","전설무기, 2차 깹무기, 천풍선,월아검을 '제외한' 아이템의 추가옵션을 초기화합나다."
"소모품","소모품","consumable_451","청색구슬조각","1000","","","","","","","","","","","","","","","","","","거래가능","청색 구슬의 조각"
"소모품","소모품","consumable_452","게집게","1000","","","","","","","","","","","","","","","","","","거래가능","소모품 '게집게'."
"소모품","소모품","consumable_453","게등껍질","1000","","","","","","","","","","","","","","","","","","거래가능","소모품 '게등껍질'."
"소모품","소모품","consumable_454","문어다리","1000","","","","","","","","","","","","","","","","","","거래가능","소모품 '문어다리'."
"소모품","소모품","consumable_455","태자전음문서","1","","","","","","","","","","","","","","","","","","거래불가","소모품 '태자전음문서'."
"소모품","소모품","consumable_456","물줄기확장","비매품","","","","","","","","","","","","","","","","","","거래가능","소모품 '물줄기확장'."
"소모품","소모품","consumable_457","물풍선갯수추가","비매품","","","","","","","","","","","","","","","","","","거래가능","소모품 '물풍선갯수추가'."
"소모품","소모품","consumable_458","게장군의집게","1","","","","","","","","","","","","","","","","","","거래불가","소모품 '게장군의집게'."
"소모품","소모품","consumable_459","문어장군의다리","1","","","","","","","","","","","","","","","","","","거래불가","소모품 '문어장군의다리'."
"소모품","소모품","consumable_460","해마장군의심장","1","","","","","","","","","","","","","","","","","","거래불가","소모품 '해마장군의심장'."
"소모품","소모품","consumable_461","내통문서","1","","","","","","","","","","","","","","","","","","거래불가","소모품 '내통문서'."
"소모품","소모품","consumable_462","상어장군의심장","1","","","","","","","","","","","","","","","","","","거래불가","소모품 '상어장군의심장'."
"소모품","소모품","consumable_464","전략문서","1","","","","","","","","","","","","","","","","","","거래불가","소모품 '전략문서'."
"소모품","소모품","consumable_465","찢어진전략문서","1","","","","","","","","","","","","","","","","","","거래불가","소모품 '찢어진전략문서'."
"소모품","소모품","consumable_466","여의주","1","","","","","","","","","","","","","","","","","","거래불가","소모품 '여의주'."
"소모품","소모품","consumable_467","정화비서","1","","","","","","","","","","","","","","","","","","거래불가","소모품 '정화비서'."
"소모품","소모품","consumable_468","숯의정화","비매품","","","","","","","","","","","","","","","","","","거래가능","소모품 '숯의정화'."
"소모품","소모품","consumable_469","은나무가지","비매품","","","","","","","","","","","","","","","","","","거래가능","은빛으로 빛나는 신비한 나뭇가지"
"소모품","소모품","consumable_470","진룡의어금니","비매품","","","","","","","","","","","","","","","","","","거래가능","진룡의 단단한 어금니"
"소모품","소모품","consumable_471","감룡의어금니","비매품","","","","","","","","","","","","","","","","","","거래가능","감룡의 단단한 어금니"
"소모품","소모품","consumable_472","묵룡의어금니","비매품","","","","","","","","","","","","","","","","","","거래가능","묵룡의 단단한 어금니"
"소모품","소모품","consumable_473","흑룡의어금니","비매품","","","","","","","","","","","","","","","","","","거래가능","흑룡의 단단한 어금니"
"소모품","소모품","consumable_474","용궁의보물","비매품","","","","","","","","","","","","","","","","","","거래불가","소모품 '용궁의보물'."
"소모품","소모품","consumable_475","선물꾸러미-순간이동의돌","비매품","","","","","","","","","","","","","","","","","","거래가능","순간이동의돌과 교환 가능한 선물상자입니다. 상자를 열기 전에만 유저 간 거래가 가능합니다."
"소모품","소모품","consumable_476","순간이동의돌","비매품","","","","","","","","","","","","","","","","","","거래가능","소모품 '순간이동의돌'."
"소모품","소모품","consumable_477","선물꾸러미-고성능순간이동의돌","비매품","","","","","","","","","","","","","","","","","","거래가능","고성능순간이동의돌과 교환 가능한 선물상자입니다. 상자를 열기 전에만 유저 간 거래가 가능합니다."
"소모품","소모품","consumable_478","고성능순간이동의돌","비매품","","","","","","","","","","","","","","","","","","거래가능","소모품 '고성능순간이동의돌'."
"소모품","소모품","consumable_479","이벤트선물상자(하)","비매품","","","","","","","","","","","","","","","","","","거래가능","소모품 '이벤트선물상자(하)'."
"소모품","소모품","consumable_480","이벤트선물상자(중)","비매품","","","","","","","","","","","","","","","","","","거래가능","소모품 '이벤트선물상자(중)'."
"소모품","소모품","consumable_481","이벤트선물상자(상)","비매품","","","","","","","","","","","","","","","","","","거래가능","소모품 '이벤트선물상자(상)'."
"소모품","소모품","consumable_482","은제윤도","비매품","","","","","","","","","","","","","","","","","","거래가능","소모품 '은제윤도'."
"소모품","소모품","consumable_483","금제윤도","비매품","","","","","","","","","","","","","","","","","","거래가능","소모품 '금제윤도'."
"소모품","소모품","consumable_484","목제윤도","비매품","","","","","","","","","","","","","","","","","","거래가능","소모품 '목제윤도'."
"소모품","소모품","consumable_485","자연의인장","비매품","","","","","","","","","","","","","","","","","","거래가능","대자연의 힘이 담긴 상징물"
"소모품","소모품","consumable_486","화염의토템","비매품","","","","","","","","","","","","","","","","","","거래가능","소모품 '화염의토템'."
"소모품","소모품","consumable_487","번개의토템","비매품","","","","","","","","","","","","","","","","","","거래가능","소모품 '번개의토템'."
"소모품","소모품","consumable_488","대지의토템","비매품","","","","","","","","","","","","","","","","","","거래가능","소모품 '대지의토템'."
"소모품","소모품","consumable_489","바람의토템","비매품","","","","","","","","","","","","","","","","","","거래가능","소모품 '바람의토템'."
"소모품","소모품","consumable_490","지도의조각1","비매품","","","","","","","","","","","","","","","","","","거래가능","소모품 '지도의조각1'."
"소모품","소모품","consumable_491","지도의조각2","비매품","","","","","","","","","","","","","","","","","","거래가능","소모품 '지도의조각2'."
"소모품","소모품","consumable_492","지도의조각3","비매품","","","","","","","","","","","","","","","","","","거래가능","소모품 '지도의조각3'."
"소모품","소모품","consumable_493","지도의조각4","비매품","","","","","","","","","","","","","","","","","","거래가능","소모품 '지도의조각4'."
"소모품","소모품","consumable_494","지도의조각5","비매품","","","","","","","","","","","","","","","","","","거래가능","소모품 '지도의조각5'."
"소모품","소모품","consumable_495","지도의조각6","비매품","","","","","","","","","","","","","","","","","","거래가능","소모품 '지도의조각6'."
"소모품","소모품","consumable_496","영웅보물지도","비매품","","","","","","","","","","","","","","","","","","거래가능","소모품 '영웅보물지도'."
"소모품","소모품","consumable_498","정령의결정","비매품","","","","","","","","","","","","","","","","","","거래가능","소모품 '정령의결정'."
"소모품","소모품","consumable_500","도삭산1000층비서","30000","","","","","","","","","","","","","","","","","","거래가능","도삭산 1000층으로 이동할 수 있는 비서"
"소모품","소모품","consumable_501","황금문서1장","1","","","","","","","","","","","","","","","","","","거래가능","황금문서1장"
"소모품","소모품","consumable_502","황금문서2장","1","","","","","","","","","","","","","","","","","","거래가능","황금문서2장"
"소모품","소모품","consumable_503","황금문서3장","1","","","","","","","","","","","","","","","","","","거래가능","황금문서3장"
"소모품","소모품","consumable_504","황금문서4장","1","","","","","","","","","","","","","","","","","","거래가능","황금문서4장"
"소모품","소모품","consumable_505","황금문서5장","1","","","","","","","","","","","","","","","","","","거래가능","황금문서5장"
